sim_idx,MAX_DELAY,PROB_CONSTANTINE,PROB_CHENAVARD,MAXIMUM_SPEED,MINIMUM_SPEED,MAXIMUM_DENSITY,MINIMUM_DENSITY,A,B,preferred_speed,reaction_time,similarity_score
30,5,0.78,0.69,0.88,0.09,6.52,0.21,2.47,0.37,0.96,0.43,1.0089824907004057
