sim_idx,MAX_DELAY,PROB_CONSTANTINE,PROB_CHENAVARD,MAXIMUM_SPEED,MINIMUM_SPEED,MAXIMUM_DENSITY,MINIMUM_DENSITY,A,B,preferred_speed,reaction_time,similarity_score
13,1,0.53,0.53,1.18,0.25,6.68,0.33,1.71,0.41,1.32,0.5,1.0438503945797395
