sim_idx,MAX_DELAY,PROB_CONSTANTINE,PROB_CHENAVARD,MAXIMUM_SPEED,MINIMUM_SPEED,MAXIMUM_DENSITY,MINIMUM_DENSITY,A,B,preferred_speed,reaction_time,similarity_score
72,4,0.84,0.67,1.09,0.08,6.34,0.34,2.54,0.36,0.84,0.49,0.7399029111448425
