sim_idx,MAX_DELAY,PROB_CONSTANTINE,PROB_CHENAVARD,MAXIMUM_SPEED,MINIMUM_SPEED,MAXIMUM_DENSITY,MINIMUM_DENSITY,A,B,preferred_speed,reaction_time,similarity_score
92,0,0.75,0.03,1.13,0.05,7.08,0.18,2.53,0.17,1.32,0.4,1.8724040393200854
