sim_idx,MAX_DELAY,PROB_CONSTANTINE,PROB_CHENAVARD,MAXIMUM_SPEED,MINIMUM_SPEED,MAXIMUM_DENSITY,MINIMUM_DENSITY,A,B,preferred_speed,reaction_time,similarity_score
80,7,0.44,0.08,1.4,0.07,6.1,0.25,1.34,0.4,1.31,0.51,1.4504610718043005
