sim_idx,MAX_DELAY,PROB_CONSTANTINE,PROB_CHENAVARD,MAXIMUM_SPEED,MINIMUM_SPEED,MAXIMUM_DENSITY,MINIMUM_DENSITY,A,B,preferred_speed,reaction_time,similarity_score
6,9,0.98,0.46,1.59,0.19,7.48,0.08,4.9,0.34,1.43,0.47,1.0059981667744848
