sim_idx,MAX_DELAY,PROB_CONSTANTINE,PROB_CHENAVARD,MAXIMUM_SPEED,MINIMUM_SPEED,MAXIMUM_DENSITY,MINIMUM_DENSITY,A,B,preferred_speed,reaction_time,similarity_score
52,2,0.34,0.6,1.17,0.17,6.5,0.21,4.38,0.38,1.2,0.5,0.762531255416635
