sim_idx,MAX_DELAY,PROB_CONSTANTINE,PROB_CHENAVARD,MAXIMUM_SPEED,MINIMUM_SPEED,MAXIMUM_DENSITY,MINIMUM_DENSITY,A,B,preferred_speed,reaction_time,similarity_score
26,3,0.59,0.12,1.54,0.23,6.18,0.35,2.29,0.18,1.11,0.51,1.6531936968131564
