sim_idx,MAX_DELAY,PROB_CONSTANTINE,PROB_CHENAVARD,MAXIMUM_SPEED,MINIMUM_SPEED,MAXIMUM_DENSITY,MINIMUM_DENSITY,A,B,preferred_speed,reaction_time,similarity_score
17,1,0.66,0.75,1.22,0.18,7.3,0.24,2.62,0.2,0.91,0.44,0.8340729988116371
