sim_idx,MAX_DELAY,PROB_CONSTANTINE,PROB_CHENAVARD,MAXIMUM_SPEED,MINIMUM_SPEED,MAXIMUM_DENSITY,MINIMUM_DENSITY,A,B,preferred_speed,reaction_time,similarity_score
10,2,0.97,0.98,0.93,0.08,6.6,0.08,3.94,0.22,1.34,0.58,0.7114153555668423
