sim_idx,MAX_DELAY,PROB_CONSTANTINE,PROB_CHENAVARD,MAXIMUM_SPEED,MINIMUM_SPEED,MAXIMUM_DENSITY,MINIMUM_DENSITY,A,B,preferred_speed,reaction_time,similarity_score
8,10,0.23,0.18,1.09,0.16,6.6,0.46,1.54,0.43,1.5,0.47,1.2148418575146063
