sim_idx,MAX_DELAY,PROB_CONSTANTINE,PROB_CHENAVARD,MAXIMUM_SPEED,MINIMUM_SPEED,MAXIMUM_DENSITY,MINIMUM_DENSITY,A,B,preferred_speed,reaction_time,similarity_score
40,0,0.53,0.71,1.3,0.21,6.58,0.23,2.94,0.3,1.19,0.51,1.123546275846909
